./java\org\jfree\chart\renderer\category\BoxAndWhiskerRendererTest.java,org\jfree\chart\renderer\category,BoxAndWhiskerRendererTest.java,307,38,8.08
./java\org\jfree\chart\swing\ChartPanelTest.java,org\jfree\chart\swing,ChartPanelTest.java,216,23,9.39
./java\org\jfree\data\time\YearTest.java,org\jfree\data\time,YearTest.java,328,47,6.98
